id,journal_abbr,year,auto_code,llm_code,llm_reason
ELS:10.1016/j.physio.2019.06.006,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2023.08.004,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.06.001,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.10.003,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.426,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2023.12.001,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.06.010,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2022.09.002,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.08.008,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.534,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.11.218,Physiotherapy,2019,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.08.002,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2021.03.003,Physiotherapy,2021,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.01.010,Physiotherapy,2016,ACCEPTABLE,ACCEPTABLE,
ELS:10.1016/j.physio.2022.11.006,Physiotherapy,2023,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.420,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.07.004,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.08.002,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.10.001,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.08.001,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.11.002,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2020.12.003,Physiotherapy,2021,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2018.05.004,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.10.016,Physiotherapy,2017,INCORRECT,UNCLEAR,
ELS:10.1016/j.physio.2022.03.003,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.07.003,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.06.002,Physiotherapy,2016,INCORRECT,UNCLEAR,
ELS:10.1016/j.physio.2019.12.005,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2021.04.004,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.10.252,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.10.123,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.12.007,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.460,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.384,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.03.004,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2021.12.107,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.10.009,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.12.005,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3288,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.1452,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.2155,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3621,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.1529,Physiotherapy,2015,INCORRECT,UNCLEAR,
ELS:10.1016/j.physio.2022.05.001,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.2020,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.03.3611,Physiotherapy,2015,ACCEPTABLE,INCORRECT,
ELS:10.1016/j.physio.2021.04.003,Physiotherapy,2022,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.02.001,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.01.005,Physiotherapy,2024,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.07.005,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2020.02.004,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.10.004,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.11.002,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.08.009,Physiotherapy,2016,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2015.12.002,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.08.007,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.12.006,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2014.06.003,Physiotherapy,2015,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2016.04.003,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2017.08.009,Physiotherapy,2018,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2024.04.081,Physiotherapy,2024,INCORRECT,UNCLEAR,
ELS:10.1016/j.physio.2015.12.005,Physiotherapy,2017,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.12.002,Physiotherapy,2020,INCORRECT,INCORRECT,
ELS:10.1016/j.physio.2019.06.003,Physiotherapy,2020,MIXED,CORRECT,
ELS:10.1016/j.physio.2015.03.1229,Physiotherapy,2015,INCORRECT,UNCLEAR,
